"Id","Predicted","P_1","P_2","P_3","P_4","P_5","P_6","P_7","P_8","P_9","P_10","P_11","P_12","P_13","P_14","P_15","P_16","P_17","P_18","P_19","P_20","P_21","P_22"
445,3,0.12527096271514893,0.19465371966362,0.7631776332855225,0.04217249155044556,0.010825008153915405,0.4875781834125519,0.011592328548431396,0.00010560623195488006,0.6678844094276428,0.05297958850860596,0.055896222591400146,0.0009284317493438721,0.2747538685798645,0.09469068050384521,0.1190665066242218,0.10944604873657227,0.05768141150474548,0.3120286464691162,0.0004309117794036865,0.0037343204021453857,0.34355923533439636,0.07728266716003418
446,11,0.4702429473400116,0.13622328639030457,0.4900962710380554,0.4519212245941162,0.00010552428284427151,0.14970016479492188,0.1901768147945404,0.04188662767410278,0.33400774002075195,0.8080863356590271,0.9362947344779968,0.35974740982055664,0.034791648387908936,0.20424094796180725,0.06454834342002869,0.26999780535697937,0.17004331946372986,0.006156265735626221,0.0001703202724456787,0.3347976803779602,0.0949065089225769,0.15276309847831726
447,6,0.09611794352531433,0.6024672389030457,0.05464068055152893,0.3275306820869446,0.7432920932769775,0.9020979404449463,0.00010557602217886597,0.01953563094139099,0.05862191319465637,0.0005037188529968262,0.027039676904678345,0.028968721628189087,0.14321643114089966,0.5331271290779114,0.04693862795829773,0.5112444162368774,0.007928580045700073,0.04841044545173645,0.09546342492103577,0.2068808376789093,0.15692880749702454,0.5304272174835205
448,7,0.3235812783241272,0.25004851818084717,0.14467379450798035,0.07607927918434143,0.04918131232261658,0.3354814648628235,0.7772077918052673,0.42618417739868164,0.5731837749481201,0.02533450722694397,0.00010571868915576488,0.2900335192680359,0.04850873351097107,0.14400586485862732,0.015445053577423096,0.20410048961639404,0.012243926525115967,0.42625683546066284,0.18616685271263123,0.07889991998672485,0.5254449248313904,0.457565039396286
449,4,0.5793625116348267,0.13352450728416443,0.4192846119403839,0.6992100477218628,0.18250605463981628,0.23956888914108276,0.19635942578315735,0.24956750869750977,0.6846166849136353,0.00010567705612629652,0.33572715520858765,0.363284707069397,0.057776421308517456,0.25408270955085754,0.04825824499130249,0.2589193284511566,0.43032586574554443,0.03408622741699219,0.0010778605937957764,0.351853609085083,0.27530044317245483,0.14543890953063965
450,11,0.45749610662460327,0.8316508531570435,0.8547855615615845,0.005507677793502808,0.34324097633361816,0.044500917196273804,0.00010557602217886597,0.02147853374481201,0.2708617150783539,0.002959996461868286,0.8926659226417542,0.3765612244606018,0.07042860984802246,0.1503627598285675,0.41997307538986206,0.02874639630317688,0.12425872683525085,0.1808723509311676,0.4737178087234497,0.3136921525001526,0.09186741709709167,0.1918511688709259
451,22,0.3655182123184204,0.29560762643814087,0.30457553267478943,0.4529365599155426,0.1583596169948578,0.03947192430496216,0.04842633008956909,0.29887956380844116,0.17492938041687012,0.15449434518814087,0.05161327123641968,0.528392493724823,0.5386127829551697,0.07273975014686584,0.49837160110473633,0.1882312297821045,0.6234261989593506,0.00010631044278852642,0.6794000864028931,0.12035951018333435,0.2938009798526764,0.7958548069000244
452,2,0.00010544762335484847,0.9023897051811218,0.8267419338226318,0.5152573585510254,0.04842066764831543,0.5812155604362488,0.7639658451080322,0.8175908327102661,0.6378100514411926,0.405673086643219,0.7335997819900513,0.012250542640686035,0.3076295852661133,0.338962197303772,0.2885664105415344,0.18108174204826355,0.07962381839752197,0.027879267930984497,0.22306624054908752,0.5090341567993164,0.3522017300128937,0.39388737082481384
453,19,0.2970310151576996,0.2950863838195801,0.32770872116088867,0.21330010890960693,0.22580361366271973,0.24842113256454468,0.20795667171478271,0.20362871885299683,0.34034138917922974,0.02632039785385132,0.21161767840385437,0.34098565578460693,0.4987877905368805,0.00010589274461381137,0.37372472882270813,0.24013856053352356,0.21219977736473083,0.36279961466789246,0.9627805352210999,0.9467302560806274,0.7586976289749146,0.8952604532241821
454,17,0.22960978746414185,0.08316430449485779,0.08687412738800049,0.1496376395225525,0.22458457946777344,0.3058130741119385,0.21121031045913696,0.25089094042778015,0.14283370971679688,0.3757989704608917,0.03865590691566467,0.010825693607330322,0.00010581925016595051,0.34822529554367065,0.007216721773147583,0.5160382986068726,0.9627394080162048,0.09775987267494202,0.357108473777771,0.4409067630767822,0.5202434659004211,0.2548806369304657
455,17,0.41064774990081787,0.37367039918899536,0.3696494698524475,0.07172295451164246,0.1377045214176178,0.06208300590515137,0.04843464493751526,0.20461633801460266,0.35869210958480835,0.33303192257881165,0.39259016513824463,0.4206642508506775,0.6023074984550476,0.00010589274461381137,0.1371222734451294,0.6898180842399597,0.9178996682167053,0.1754070520401001,0.0019444525241851807,0.6282875537872314,0.14899885654449463,0.6357170343399048
456,21,0.3181895613670349,0.2069738507270813,0.27339494228363037,0.17510169744491577,0.2749978005886078,0.2891416847705841,0.29108357429504395,0.1761799156665802,0.43937933444976807,0.16792508959770203,0.3092782199382782,0.1787535548210144,0.38806265592575073,0.657522439956665,0.9377877712249756,0.6359192132949829,0.5091150403022766,0.00010631044278852642,0.8218903541564941,0.505196213722229,0.9594727754592896,0.3949364721775055
457,17,0.37209799885749817,0.44007354974746704,0.038472265005111694,0.49123138189315796,0.004346996545791626,0.13254165649414062,0.07594019174575806,0.2801678478717804,0.2011374533176422,0.05199596285820007,0.10605588555335999,0.004419088363647461,0.00010581925016595051,0.0015311241149902344,0.8420301675796509,0.32453453540802,0.8468010425567627,0.06726020574569702,0.3015710413455963,0.045233577489852905,0.007039666175842285,0.8238894939422607
458,21,0.5156483054161072,0.21773970127105713,0.29918724298477173,0.4240131378173828,0.2204298973083496,0.37858760356903076,0.40765026211738586,0.3980391025543213,0.004706323146820068,0.3744075894355774,0.1455405056476593,0.11295956373214722,0.2207368016242981,0.0011369287967681885,0.6724539399147034,0.6772727370262146,0.001002669334411621,0.2771398425102234,0.5418640971183777,0.12711122632026672,0.8358992338180542,0.00010704487067414448
459,1,0.5033980011940002,0.00010546401608735323,0.21516531705856323,0.16448315978050232,0.48599761724472046,0.31449180841445923,0.3678329288959503,0.02847391366958618,0.48642876744270325,0.24657902121543884,0.4989352524280548,0.22030067443847656,0.2866523265838623,0.33432847261428833,0.1332906186580658,0.02343878149986267,0.1054716408252716,0.39664044976234436,0.29755502939224243,0.008604168891906738,0.16063988208770752,0.0002764463424682617
460,3,0.5451770424842834,0.00010546401608735323,0.8023090362548828,0.188204824924469,0.7567198872566223,0.005262613296508789,0.009893327951431274,0.0041735172271728516,0.45821747183799744,0.0029223263263702393,0.1988888680934906,0.04211843013763428,0.04493024945259094,0.49199339747428894,0.49199503660202026,0.09448736906051636,0.3963618874549866,0.12242376804351807,0.004308044910430908,0.26855283975601196,0.0015788376331329346,0.12799227237701416
461,15,0.3513195812702179,0.26087433099746704,0.34355202317237854,0.12746688723564148,0.375152587890625,0.2914455235004425,0.38481250405311584,0.16706228256225586,0.29363566637039185,0.035812824964523315,0.30621129274368286,0.07273170351982117,0.8131672143936157,0.4998597204685211,0.9583429098129272,0.829017698764801,0.25616711378097534,0.6104332804679871,0.8519415855407715,0.5056176781654358,0.00010681980347726494,0.32596713304519653
462,16,0.39693886041641235,0.4058990478515625,0.0012442171573638916,0.08353421092033386,0.4201807975769043,0.017245978116989136,0.11456617712974548,0.09659367799758911,0.2954806685447693,0.08299967646598816,0.3909326493740082,0.07025939226150513,0.00010581925016595051,0.8469857573509216,0.0012925267219543457,0.9026169180870056,0.14140790700912476,0.001292586326599121,0.7025048732757568,0.2186538279056549,0.7198942303657532,0.27694833278656006
463,9,0.00010544762335484847,0.4951551556587219,0.1756705939769745,0.018596380949020386,0.7402224540710449,0.010016471147537231,0.008564025163650513,0.003584146499633789,0.8433260917663574,0.00040522217750549316,0.06447696685791016,0.09216839075088501,0.29851216077804565,0.46257346868515015,0.12431246042251587,0.22318807244300842,0.09973347187042236,0.06409186124801636,0.0018606185913085938,0.45193833112716675,0.0031846165657043457,0.1784535050392151
464,4,0.1805228590965271,0.059413254261016846,0.8815327286720276,0.897127091884613,0.00010552428284427151,0.07742273807525635,0.16427907347679138,0.007680296897888184,0.6616474986076355,0.011602520942687988,0.17114877700805664,0.16727009415626526,0.049671560525894165,0.28008073568344116,0.3354794383049011,0.34948891401290894,0.06149134039878845,0.0010933876037597656,0.08520647883415222,0.34917882084846497,0.1625199317932129,0.5072649121284485
465,16,0.175473153591156,0.2103337049484253,0.002772986888885498,0.025097668170928955,0.08840137720108032,0.4544500410556793,0.23750543594360352,0.5026631355285645,0.0964827835559845,0.07192963361740112,0.000529944896697998,0.2806547284126282,0.0019140541553497314,0.04228845238685608,0.022293895483016968,0.7627243995666504,0.013815134763717651,0.0038790106773376465,0.16859033703804016,0.6929128170013428,0.00010681980347726494,0.029278278350830078
466,8,0.033849120140075684,0.6423876881599426,0.05464830994606018,0.00010550224396865815,0.28252702951431274,0.017246156930923462,0.0008445978164672852,0.8281578421592712,0.15078750252723694,0.0005266368389129639,0.018275856971740723,0.21583151817321777,0.4643053412437439,0.23941975831985474,0.0006241500377655029,0.0013005733489990234,0.06962776184082031,0.043201565742492676,0.33122366666793823,0.09516295790672302,0.0558299720287323,0.007960110902786255
467,15,0.4218367338180542,0.33837759494781494,0.3873162865638733,0.06593310832977295,0.027536243200302124,0.15359175205230713,0.17729386687278748,0.09385424852371216,0.3314523696899414,0.06268540024757385,0.38745632767677307,0.08783930540084839,0.2828955054283142,0.02028179168701172,0.8297745585441589,0.58949875831604,0.00010618338274070993,0.1241808533668518,0.6847621202468872,0.18210700154304504,0.21289461851119995,0.6331570148468018
468,3,0.25822770595550537,0.17830073833465576,0.9873737096786499,0.09332200884819031,0.08331391215324402,0.21327346563339233,0.7296198010444641,0.9646489024162292,0.8299396634101868,0.00010567715798970312,0.31349170207977295,0.09499400854110718,0.1038525402545929,0.13250631093978882,0.18037563562393188,0.36208945512771606,0.0006777048110961914,0.09337586164474487,0.1326460838317871,0.13310003280639648,0.17360800504684448,0.1036800742149353
469,7,0.09495937824249268,0.5606586933135986,0.1570587158203125,0.061059415340423584,0.5267727971076965,0.00010554894106462598,0.7765082120895386,0.00742340087890625,0.03680461645126343,0.001976311206817627,0.007401883602142334,0.00444445013999939,0.038190484046936035,0.0014635026454925537,0.10348758101463318,0.36688780784606934,0.0007745325565338135,0.0009461939334869385,0.14859265089035034,0.309021919965744,0.0178259015083313,0.2894907593727112
470,15,0.32007265090942383,0.22658759355545044,0.43947771191596985,0.4523126780986786,0.4413512647151947,0.28579312562942505,0.047006845474243164,0.12714973092079163,0.10028362274169922,0.028551965951919556,0.06078767776489258,0.025305718183517456,0.34418612718582153,0.10435065627098083,0.9587224721908569,0.04437503218650818,0.00010618338274070993,0.4292249381542206,0.3003273606300354,0.8590924739837646,0.3938763439655304,0.6044915914535522
471,10,0.00010544762335484847,0.4653117060661316,0.680927038192749,0.2965110242366791,0.48787564039230347,0.329049676656723,0.9609078168869019,0.2943142056465149,0.5183787941932678,0.9747945666313171,0.3605661392211914,0.2098883092403412,0.007471024990081787,0.2082674205303192,0.4495096206665039,0.21149173378944397,0.21543371677398682,0.22846558690071106,0.2172880470752716,0.07331472635269165,0.15121278166770935,0.2500494122505188
472,6,0.07583239674568176,0.17220360040664673,0.00010548222053330392,0.016195595264434814,0.009007573127746582,0.5202709436416626,0.024722665548324585,0.004524916410446167,0.027851372957229614,0.0001735985279083252,0.01866796612739563,0.05023843050003052,0.0010422170162200928,0.012284666299819946,0.011056184768676758,0.042097896337509155,0.01092270016670227,0.011663585901260376,0.03830516338348389,0.004575580358505249,0.0012325048446655273,0.05034056305885315
473,5,0.5186375975608826,0.018587052822113037,0.04676872491836548,0.00010550224396865815,0.7165374159812927,0.6235371232032776,0.02135881781578064,0.0008347034454345703,0.4195525646209717,0.007341623306274414,0.28338080644607544,0.11331278085708618,0.46264687180519104,0.2448267638683319,0.0005120635032653809,0.07912659645080566,0.22049614787101746,0.30208146572113037,0.08523145318031311,0.029015839099884033,0.057383835315704346,0.0014171302318572998
474,21,0.3577401638031006,0.2802956700325012,0.08729952573776245,0.25316035747528076,0.35028690099716187,0.11681681871414185,0.33542197942733765,0.37816959619522095,0.23594528436660767,0.32489484548568726,0.28237777948379517,0.4852929413318634,0.5729300379753113,0.8250600099563599,0.21061617136001587,0.3876170516014099,0.420848548412323,0.728730320930481,0.0001064566386048682,0.2322765290737152,0.8840618133544922,0.2658557891845703
475,20,0.3443356156349182,0.07772216200828552,0.05293017625808716,0.14029082655906677,0.17716026306152344,0.43145570158958435,0.25287991762161255,0.0699194073677063,0.1007380485534668,0.4027523100376129,0.0008057951927185059,0.22666609287261963,0.26988333463668823,0.02718934416770935,0.08354750275611877,0.1176600456237793,0.6239819526672363,0.02206289768218994,0.6103461980819702,0.9742483496665955,0.00010681980347726494,0.012609720230102539
476,22,0.12917277216911316,0.2948726415634155,0.16456887125968933,0.11931124329566956,0.17696979641914368,0.3199666142463684,0.043505728244781494,0.07315459847450256,0.3234442472457886,0.061574459075927734,0.0100688636302948,0.12035936117172241,0.00010581925016595051,0.7284945249557495,0.10160139203071594,0.21649762988090515,0.20504435896873474,0.1667090654373169,0.6458073854446411,0.22715085744857788,0.24990668892860413,0.8628321290016174
477,4,0.23215365409851074,0.48045751452445984,0.6885685920715332,0.8600765466690063,0.06362852454185486,0.6572275161743164,0.00010557602217886597,0.7995628714561462,0.6439100503921509,0.28621745109558105,0.6019315123558044,0.057047367095947266,0.33646222949028015,0.25266098976135254,0.3810454308986664,0.17025262117385864,0.14113521575927734,0.39038074016571045,0.1593831181526184,0.08115214109420776,0.34784600138664246,0.46431416273117065
478,21,0.38790565729141235,0.4800321161746979,0.036876678466796875,0.01983809471130371,0.13724678754806519,0.4799448251724243,0.29655659198760986,0.12167996168136597,0.14383935928344727,0.3707863688468933,0.00030180811882019043,0.0001057650733855553,0.0042070746421813965,0.24015560746192932,0.06649613380432129,0.10081252455711365,0.00430828332901001,0.8824581503868103,0.7598834037780762,0.8434777855873108,0.9009493589401245,0.016675859689712524
479,11,0.24486574530601501,0.21825078129768372,0.6175602674484253,0.6057369709014893,0.00010552428284427151,0.3736419379711151,0.8286503553390503,0.6983564496040344,0.8516470193862915,0.3395470976829529,0.8760021924972534,0.3131083548069,0.4486001431941986,0.2308565080165863,0.16029196977615356,0.13893571496009827,0.12649750709533691,0.18835335969924927,0.16769757866859436,0.003067910671234131,0.2042703926563263,0.4453321397304535
480,5,0.9031295776367188,0.8884094953536987,0.2326187789440155,0.00010550224396865815,0.944644570350647,0.13981953263282776,0.02057206630706787,0.09928464889526367,0.6141166090965271,0.2842450737953186,0.8235366344451904,0.1793350875377655,0.4610595703125,0.3440946340560913,0.04114040732383728,0.3716477155685425,0.024654120206832886,0.4193132817745209,0.04279729723930359,0.20386701822280884,0.11323007941246033,0.1050700843334198
481,18,0.3714759051799774,0.0851585865020752,0.007225602865219116,0.14426550269126892,0.07401856780052185,0.09723150730133057,0.3095815181732178,0.13299569487571716,0.09276634454727173,0.21444794535636902,0.30791813135147095,0.2785109281539917,0.15812379121780396,0.2861844003200531,0.34054800868034363,0.16634118556976318,0.26383453607559204,0.924655556678772,0.6674603819847107,0.12352606654167175,0.00010681980347726494,0.38522982597351074
482,9,0.015085101127624512,0.15921467542648315,0.00010548222053330392,0.012212753295898438,0.4928372800350189,0.2803482115268707,0.0020936131477355957,0.0041706860065460205,0.8443063497543335,0.0003561079502105713,0.006772875785827637,0.09524732828140259,0.12155857682228088,0.19114679098129272,0.2961127758026123,0.41086941957473755,0.001483619213104248,0.2098737359046936,0.17080816626548767,0.005201876163482666,0.4387487471103668,0.002544105052947998
483,8,0.4274246394634247,0.3622515797615051,0.00010548222053330392,0.7496750354766846,0.06701534986495972,0.012551605701446533,0.004787087440490723,0.7929659485816956,0.0007587969303131104,0.7056654691696167,0.33443373441696167,0.4831037223339081,0.4098193943500519,0.4235875606536865,0.30062052607536316,0.1942140758037567,0.3068093955516815,0.001206427812576294,0.3744145631790161,0.4794958829879761,0.08179402351379395,0.029245108366012573
484,11,0.5845436453819275,0.7996883392333984,0.3101659119129181,0.2105197012424469,0.19784533977508545,0.5529921054840088,0.7568620443344116,0.8306400775909424,0.00010563977411948144,0.3556543290615082,0.8966060876846313,0.32115697860717773,0.3090575039386749,0.128071129322052,0.06286558508872986,0.31081661581993103,0.40391427278518677,0.44788867235183716,0.2663413882255554,0.11724680662155151,0.3531469702720642,0.255831778049469
485,16,0.44773757457733154,0.12400564551353455,0.2315824031829834,0.34576278924942017,0.20799681544303894,0.08272212743759155,0.02313685417175293,0.005596667528152466,0.39369112253189087,0.35914698243141174,0.46826207637786865,0.044900715351104736,0.6215919256210327,0.24497944116592407,0.00010597670188872144,0.8909910321235657,0.5696854591369629,0.0015997588634490967,0.0006355047225952148,0.0011459290981292725,0.002080082893371582,0.09730550646781921
486,13,0.31928205490112305,0.29202020168304443,0.374263197183609,0.20235347747802734,0.2801036238670349,0.33336931467056274,0.26090189814567566,0.18712952733039856,0.3189266324043274,0.45110583305358887,0.3701842725276947,0.3036732077598572,0.9531895518302917,0.49994611740112305,0.6351511478424072,0.9047033786773682,0.36565256118774414,0.00010631044278852642,0.7718367576599121,0.6366444826126099,0.5213326215744019,0.6656057834625244
487,17,0.20325228571891785,0.34252506494522095,0.29407092928886414,0.43853262066841125,0.33042705059051514,0.01771053671836853,0.19026583433151245,0.3983501195907593,0.33667781949043274,0.2753615379333496,0.3642164468765259,0.48403438925743103,0.8745390176773071,0.5363979339599609,0.5346472859382629,0.736085057258606,0.9306093454360962,0.4905845820903778,0.32816049456596375,0.9259821176528931,0.00010681980347726494,0.3401948809623718
488,14,0.2200736403465271,0.41593214869499207,0.39271682500839233,0.3547481298446655,0.48928019404411316,0.2950008809566498,0.22383657097816467,0.26723432540893555,0.4682002663612366,0.2592936158180237,0.48507052659988403,0.5306909084320068,0.8711725473403931,0.884300708770752,0.20802262425422668,0.7848687767982483,0.4221189618110657,0.5266168713569641,0.5903699994087219,0.002643287181854248,0.31393569707870483,0.00010704487067414448
489,2,0.5800495147705078,0.8251241445541382,0.16865089535713196,0.7474969625473022,0.00010552428284427151,0.1030377745628357,0.00913664698600769,0.0036346614360809326,0.45201370120048523,0.01512998342514038,0.7860084176063538,0.2702341675758362,0.30272555351257324,0.346535861492157,0.4906347095966339,0.37780094146728516,0.02201688289642334,0.40406790375709534,0.00160256028175354,0.11288949847221375,0.48511260747909546,0.1443602442741394
490,20,0.38383719325065613,0.22288361191749573,0.3351244628429413,0.05845952033996582,0.46602123975753784,0.19221490621566772,0.3891514837741852,0.31798771023750305,0.038122713565826416,0.03815728425979614,0.2189127802848816,0.006760448217391968,0.30723869800567627,0.10848763585090637,0.00010597670188872144,0.00924605131149292,0.26166704297065735,0.702404797077179,0.20490235090255737,0.921540379524231,0.447958379983902,0.619733452796936
491,13,0.5223822593688965,0.06988298892974854,0.390575647354126,0.38894084095954895,0.03665998578071594,0.5147855877876282,0.38650062680244446,0.37700241804122925,0.0052315592765808105,0.08792537450790405,0.24838218092918396,0.00036263465881347656,0.8208815455436707,0.011248141527175903,0.0063610076904296875,0.0009991824626922607,0.5223070979118347,0.00010631044278852642,0.6480913758277893,0.06177788972854614,0.004709482192993164,0.009007036685943604
492,12,0.516435444355011,0.42316603660583496,0.0030939877033233643,0.1070810854434967,0.29163506627082825,0.5196499228477478,0.45780012011528015,0.3516676723957062,0.39257529377937317,0.3050222396850586,0.07837653160095215,0.7272244691848755,0.004816025495529175,0.26154911518096924,0.0003135800361633301,0.0007661879062652588,0.00010618338274070993,0.707827627658844,0.008323103189468384,0.04054716229438782,0.7036513090133667,0.45574110746383667
493,15,0.357637882232666,0.3268384039402008,0.3368132710456848,0.1581486463546753,0.32733142375946045,0.2607700228691101,0.011263370513916016,0.24490368366241455,0.4481935501098633,0.2558666467666626,0.3761419951915741,0.8721680641174316,0.36149004101753235,0.00010589274461381137,0.915053129196167,0.5195567011833191,0.8164947032928467,0.5430030226707458,0.46257370710372925,0.6649481058120728,0.5593189597129822,0.35935747623443604
494,17,0.19644886255264282,0.2694855332374573,0.2911728620529175,0.1783006191253662,0.3476923108100891,0.041816383600234985,0.36251434683799744,0.3626638352870941,0.30230623483657837,0.26744621992111206,0.3370644450187683,0.5582386255264282,0.8955946564674377,0.6416829228401184,0.3395598530769348,0.3411799669265747,0.9425477981567383,0.43634819984436035,0.3291515111923218,0.7549448609352112,0.00010681980347726494,0.43456870317459106
495,7,0.2276940941810608,0.00010546401608735323,0.07321029901504517,0.4337884783744812,0.13225755095481873,0.7967486381530762,0.9279098510742188,0.6615694165229797,0.5633165836334229,0.8012304306030273,0.29322904348373413,0.41203925013542175,0.02813929319381714,0.3098636269569397,0.0017226040363311768,0.34279799461364746,0.17545276880264282,0.11685827374458313,0.13178405165672302,0.3572086691856384,0.47316548228263855,0.02921953797340393
496,14,0.3412761688232422,0.0035326480865478516,0.4407985806465149,0.1273113489151001,0.14749085903167725,0.24989134073257446,0.017741113901138306,0.08801355957984924,0.06469905376434326,0.1337582767009735,0.0038105547428131104,0.0008094608783721924,0.0006118416786193848,0.8124309778213501,0.5514131784439087,0.008038729429244995,0.00010618338274070993,0.08800339698791504,0.21451032161712646,0.004807829856872559,0.027901291847229004,0.12508532404899597
497,19,0.42907828092575073,0.04756811261177063,0.37929633259773254,0.10828319191932678,0.3558003902435303,0.005066573619842529,0.1328258514404297,0.06488186120986938,0.1151835024356842,0.26027506589889526,0.41987085342407227,0.05034247040748596,0.3161541223526001,0.3039373755455017,0.5800291895866394,0.48708873987197876,0.21893569827079773,0.00010631044278852642,0.8659069538116455,0.07362213730812073,0.22825086116790771,0.8503698706626892
498,21,0.49220535159111023,0.22782331705093384,0.03238409757614136,0.3853369951248169,0.5460301041603088,0.381778359413147,0.43518194556236267,0.3780990540981293,0.05014687776565552,0.3775942325592041,0.1259736716747284,0.0022847652435302734,0.45096877217292786,0.002198457717895508,0.6685154438018799,0.5603324770927429,0.0004850924015045166,0.00010631044278852642,0.4720258414745331,0.3044622242450714,0.8898136615753174,0.6839168667793274
499,21,0.41607189178466797,0.4817725718021393,0.40535634756088257,0.09006574749946594,0.17480677366256714,0.009055554866790771,0.26313716173171997,0.44632747769355774,0.08973062038421631,0.24112659692764282,0.4937096834182739,0.04924553632736206,0.6101202368736267,0.00010589274461381137,0.8114771246910095,0.6755481958389282,0.0008391141891479492,0.00797957181930542,0.4269101619720459,0.35987672209739685,0.8239825367927551,0.0015132725238800049
500,14,0.16190898418426514,0.4086250960826874,0.3771844208240509,0.060032665729522705,0.09805896878242493,0.3005795478820801,0.11014971137046814,0.21187132596969604,0.2014322578907013,0.37045907974243164,0.012975037097930908,0.766061007976532,0.6857143044471741,0.9630971550941467,0.3238445520401001,0.06991872191429138,0.21678578853607178,0.08501136302947998,0.84843510389328,0.00010662509885150939,0.04437926411628723,0.13672780990600586
501,17,0.42405328154563904,0.16583803296089172,0.008003562688827515,0.4107142686843872,0.42279481887817383,0.257167786359787,0.02837994694709778,0.10986602306365967,0.05253559350967407,0.07139810919761658,0.14893901348114014,0.04522883892059326,0.00010581925016595051,0.0019330084323883057,0.10554206371307373,0.001123875379562378,0.8411842584609985,0.7189151048660278,0.03629845380783081,0.005089819431304932,0.45828309655189514,0.6836796998977661
502,7,0.005249470472335815,0.00010546401608735323,0.0004266798496246338,0.5668110847473145,0.018406182527542114,0.6094514727592468,0.9327963590621948,0.04022529721260071,0.0013057291507720947,0.018197596073150635,0.019194215536117554,0.22903409600257874,0.24180075526237488,0.004537612199783325,0.0026098787784576416,0.10653916001319885,0.006688922643661499,0.396970272064209,0.023606479167938232,0.023316264152526855,0.15047430992126465,0.410041868686676
503,12,0.2582511901855469,0.3392506241798401,0.1292474865913391,0.34330224990844727,0.3224378824234009,0.21224990487098694,0.12076273560523987,0.27555572986602783,0.23727217316627502,0.17187294363975525,0.364520788192749,0.8583364486694336,0.19703105092048645,0.8320114612579346,0.8289817571640015,0.5501257181167603,0.3079848289489746,0.3574256896972656,0.2554427981376648,0.6218860149383545,0.00010681980347726494,0.5588189363479614
504,8,0.40225252509117126,0.6515237092971802,0.23322468996047974,0.25712475180625916,0.7829611301422119,0.39153945446014404,0.21369749307632446,0.9479867219924927,0.00010563977411948144,0.4232981204986572,0.3255165219306946,0.1323305070400238,0.26052552461624146,0.4448334872722626,0.0008453428745269775,0.26770949363708496,0.22027519345283508,0.3142506778240204,0.2768790125846863,0.2727196216583252,0.22189560532569885,0.19810286164283752
505,8,0.837600588798523,0.8703105449676514,0.7675284743309021,0.959139347076416,0.8626001477241516,0.8840500116348267,0.0614437460899353,0.9638804793357849,0.9395840167999268,0.9147732257843018,0.00010571868915576488,0.35911014676094055,0.36168867349624634,0.28456032276153564,0.3254275918006897,0.35861924290657043,0.3363240361213684,0.18364748358726501,0.29580360651016235,0.05852380394935608,0.277408629655838,0.0694536566734314
506,21,0.2530726194381714,0.2187613844871521,0.07598221302032471,0.04114082455635071,0.0011185705661773682,0.07605063915252686,0.3801305592060089,0.12555566430091858,0.0011481940746307373,0.061734944581985474,0.38160771131515503,0.0001057650733855553,0.0003446638584136963,0.055576980113983154,0.03280743956565857,0.0009131729602813721,0.1688932180404663,0.5968297123908997,0.2286854386329651,0.0002757906913757324,0.6412566304206848,0.0056788623332977295
507,3,0.3055986762046814,0.7094539403915405,0.8922472596168518,0.30053725838661194,0.25079023838043213,0.6793193817138672,0.1415208876132965,0.40749800205230713,0.00010563977411948144,0.4466744065284729,0.08874091506004333,0.313293993473053,0.4269665479660034,0.4567846953868866,0.02107444405555725,0.26143133640289307,0.0655040442943573,0.19574135541915894,0.3890143036842346,0.20174577832221985,0.05807408690452576,0.09638914465904236
508,2,0.6330335140228271,0.895183801651001,0.6899998188018799,0.061610668897628784,0.2766835689544678,0.00010554894106462598,0.0199567973613739,0.823843240737915,0.0041046142578125,0.4562104046344757,0.00044095516204833984,0.26774877309799194,0.28483760356903076,0.11246845126152039,0.12335973978042603,0.4822961986064911,0.5353579521179199,0.030478745698928833,0.13475903868675232,0.045574724674224854,0.31876659393310547,0.3792482912540436
509,5,0.42314136028289795,0.00010546401608735323,0.6580169200897217,0.8439668416976929,0.9265415668487549,0.012034207582473755,0.08815258741378784,0.005310148000717163,0.012362539768218994,0.3554941415786743,0.8327285051345825,0.07493317127227783,0.20207887887954712,0.37103796005249023,0.05494576692581177,0.3921922445297241,0.05705133080482483,0.4787466526031494,0.3198075294494629,0.5222058296203613,0.07523497939109802,0.05880269408226013
510,10,0.60329270362854,0.23352399468421936,0.19585293531417847,0.12195232510566711,0.30447494983673096,0.45511776208877563,0.6021965742111206,0.00010560623195488006,0.38412562012672424,0.9456541538238525,0.8588356375694275,0.21979060769081116,0.08439838886260986,0.18295320868492126,0.4065573215484619,0.08241719007492065,0.0017480254173278809,0.4517771899700165,0.32400232553482056,0.23881575465202332,0.2527925670146942,0.3639400899410248
511,13,0.13522756099700928,0.41423937678337097,0.321657657623291,0.1098821759223938,0.05066573619842529,0.3555496335029602,0.47989898920059204,0.39143091440200806,0.3430343270301819,0.10416758060455322,0.3398514986038208,0.0001057650733855553,0.8918312788009644,0.8731663823127747,0.6425349712371826,0.8276746869087219,0.7576797604560852,0.4584554433822632,0.3426485061645508,0.12683174014091492,0.3597146272659302,0.3123829960823059
512,2,0.09019860625267029,0.9540994167327881,0.8210316896438599,0.731707751750946,0.8894137144088745,0.3521386384963989,0.26526737213134766,0.1687825620174408,0.8495014905929565,0.00010567715798970312,0.871273398399353,0.2250012755393982,0.26215362548828125,0.1865983009338379,0.28042858839035034,0.20087304711341858,0.27189522981643677,0.18958255648612976,0.1858326494693756,0.1801941990852356,0.1724843680858612,0.3558019995689392
