,pass
85576,1.0
85577,0.0
85578,0.0
85579,0.0
85580,0.0
85581,0.0
85582,0.0
85583,0.0
85584,0.0
85585,0.0
85586,0.0
85587,0.0
85588,0.0
85589,0.0
85590,0.0
85591,0.0
85592,0.0
85593,0.0
85594,0.0
85595,0.0
85596,0.0
85597,0.0
85598,0.0
85599,0.0
85600,0.0
85601,0.0
85602,0.0
85603,0.0
85604,1.0
85605,1.0
85606,1.0
85607,1.0
85608,1.0
85609,1.0
85610,1.0
85611,1.0
85612,1.0
85613,1.0
85614,1.0
85615,1.0
85616,1.0
85617,1.0
85618,1.0
85619,1.0
85620,1.0
85621,1.0
85622,1.0
85623,1.0
85624,1.0
85625,0.0
85626,0.0
85627,0.0
85628,0.0
85629,0.0
85630,0.0
85631,0.0
85632,0.0
85633,0.0
85634,0.0
85635,0.0
85636,0.0
85637,0.0
85638,0.0
85639,0.0
85640,0.0
85641,1.0
85642,1.0
85643,1.0
85644,1.0
85645,1.0
85646,1.0
85647,1.0
85648,1.0
85649,1.0
85650,1.0
85651,1.0
85652,1.0
85653,1.0
85654,1.0
85655,1.0
85656,1.0
85657,1.0
85658,1.0
85659,1.0
85660,1.0
85661,1.0
85662,0.0
85663,0.0
85664,0.0
85665,0.0
85666,0.0
85667,0.0
85668,0.0
85669,0.0
85670,0.0
85671,0.0
85672,0.0
85673,0.0
85674,0.0
85675,0.0
85676,0.0
85677,0.0
85678,0.0
85679,0.0
85680,0.0
85681,0.0
85682,0.0
85683,0.0
85684,0.0
85685,0.0
85686,0.0
85687,1.0
85688,1.0
85689,1.0
85690,1.0
85691,1.0
85692,1.0
85693,1.0
85694,1.0
85695,1.0
85696,1.0
85697,1.0
85698,1.0
85699,1.0
85700,1.0
85701,1.0
85702,1.0
85703,1.0
85704,1.0
85705,1.0
85706,1.0
85707,1.0
85708,0.0
85709,0.0
85710,0.0
85711,0.0
85712,0.0
85713,0.0
85714,0.0
85715,0.0
85716,0.0
85717,0.0
85718,0.0
85719,0.0
85720,0.0
85721,0.0
85722,0.0
85723,0.0
85724,0.0
85725,0.0
85726,0.0
85727,0.0
85728,0.0
85729,0.0
85730,0.0
85731,0.0
85732,0.0
85733,0.0
85734,0.0
85735,0.0
85736,0.0
85737,0.0
85738,0.0
85739,1.0
85740,1.0
85741,1.0
85742,1.0
85743,1.0
85744,1.0
85745,1.0
85746,1.0
85747,1.0
85748,1.0
85749,1.0
85750,1.0
85751,1.0
85752,1.0
85753,1.0
85754,1.0
85755,1.0
85756,1.0
85757,1.0
85758,1.0
85759,1.0
85760,0.0
85761,0.0
85762,0.0
85763,0.0
85764,0.0
85765,0.0
85766,0.0
85767,0.0
85768,0.0
85769,0.0
85770,0.0
85771,0.0
85772,0.0
85773,0.0
85774,0.0
85775,0.0
85776,1.0
85777,1.0
85778,1.0
85779,1.0
85780,1.0
85781,1.0
85782,1.0
85783,1.0
85784,1.0
85785,1.0
85786,1.0
85787,1.0
85788,1.0
85789,1.0
85790,1.0
85791,1.0
85792,1.0
85793,1.0
85794,1.0
85795,1.0
85796,1.0
85797,0.0
85798,0.0
85799,0.0
85800,0.0
85801,0.0
85802,0.0
85803,0.0
85804,0.0
85805,0.0
85806,0.0
85807,0.0
85808,0.0
85809,0.0
85810,0.0
85811,0.0
85812,0.0
85813,0.0
85814,0.0
85815,0.0
85816,1.0
85817,1.0
85818,1.0
85819,1.0
85820,1.0
85821,1.0
85822,1.0
85823,1.0
85824,1.0
85825,1.0
85826,1.0
85827,1.0
85828,1.0
85829,1.0
85830,1.0
85831,1.0
85832,1.0
85833,1.0
85834,1.0
85835,1.0
85836,1.0
85837,0.0
85838,0.0
85839,0.0
85840,0.0
85841,0.0
85842,0.0
85843,0.0
85844,0.0
85845,0.0
85846,0.0
85847,0.0
85848,0.0
85849,0.0
85850,0.0
85851,0.0
85852,0.0
85853,0.0
85854,0.0
85855,0.0
85856,1.0
85857,1.0
85858,1.0
85859,1.0
85860,1.0
85861,1.0
85862,1.0
85863,1.0
85864,1.0
85865,1.0
85866,1.0
85867,1.0
85868,1.0
85869,1.0
85870,1.0
85871,1.0
85872,1.0
85873,1.0
85874,1.0
85875,1.0
85876,1.0
85877,0.0
85878,0.0
85879,0.0
85880,0.0
85881,0.0
85882,0.0
85883,0.0
85884,0.0
85885,0.0
85886,0.0
85887,0.0
85888,0.0
85889,0.0
85890,0.0
85891,0.0
85892,0.0
85893,0.0
85894,0.0
85895,0.0
85896,0.0
85897,0.0
85898,0.0
85899,0.0
85900,0.0
85901,0.0
85902,0.0
85903,0.0
85904,0.0
85905,0.0
85906,0.0
85907,0.0
85908,1.0
85909,1.0
85910,1.0
85911,1.0
85912,1.0
85913,1.0
85914,1.0
85915,1.0
85916,1.0
85917,1.0
85918,1.0
85919,1.0
85920,1.0
85921,1.0
85922,1.0
85923,1.0
85924,1.0
85925,1.0
85926,1.0
85927,1.0
85928,1.0
85929,0.0
85930,0.0
85931,0.0
85932,0.0
85933,0.0
85934,0.0
85935,0.0
85936,0.0
85937,0.0
85938,0.0
85939,0.0
85940,0.0
85941,0.0
85942,0.0
85943,0.0
85944,0.0
85945,0.0
85946,0.0
85947,0.0
85948,0.0
85949,0.0
85950,0.0
85951,0.0
85952,0.0
85953,1.0
85954,1.0
85955,1.0
85956,1.0
85957,1.0
85958,1.0
85959,1.0
85960,1.0
85961,1.0
85962,1.0
85963,1.0
85964,1.0
85965,1.0
85966,1.0
85967,1.0
85968,1.0
85969,1.0
85970,1.0
85971,1.0
85972,1.0
85973,1.0
85974,0.0
85975,0.0
85976,0.0
85977,0.0
85978,0.0
85979,0.0
85980,0.0
85981,0.0
85982,0.0
85983,0.0
85984,0.0
85985,0.0
85986,1.0
85987,1.0
85988,1.0
85989,1.0
85990,1.0
85991,1.0
85992,1.0
85993,1.0
85994,1.0
85995,1.0
85996,1.0
85997,1.0
85998,1.0
85999,1.0
86000,1.0
86001,1.0
86002,1.0
86003,1.0
86004,1.0
86005,1.0
86006,1.0
86007,0.0
86008,0.0
86009,0.0
86010,0.0
86011,0.0
86012,0.0
86013,0.0
86014,0.0
86015,0.0
86016,0.0
86017,0.0
86018,0.0
86019,0.0
86020,0.0
86021,0.0
86022,0.0
86023,0.0
86024,0.0
86025,0.0
86026,0.0
86027,0.0
86028,0.0
86029,0.0
86030,1.0
86031,1.0
86032,1.0
86033,1.0
86034,1.0
86035,1.0
86036,1.0
86037,1.0
86038,1.0
86039,1.0
86040,1.0
86041,1.0
86042,1.0
86043,1.0
86044,1.0
86045,1.0
86046,1.0
86047,1.0
86048,1.0
86049,1.0
86050,1.0
86051,0.0
86052,0.0
86053,0.0
86054,0.0
86055,0.0
86056,0.0
86057,0.0
86058,0.0
86059,0.0
86060,0.0
86061,0.0
86062,0.0
86063,0.0
86064,1.0
86065,1.0
86066,1.0
86067,1.0
86068,1.0
86069,1.0
86070,1.0
86071,1.0
86072,1.0
86073,1.0
86074,1.0
86075,1.0
86076,1.0
86077,1.0
86078,1.0
86079,1.0
86080,1.0
86081,1.0
86082,1.0
86083,1.0
86084,1.0
86085,0.0
86086,0.0
86087,0.0
86088,0.0
86089,0.0
86090,0.0
86091,0.0
86092,0.0
86093,0.0
86094,0.0
86095,0.0
86096,0.0
86097,0.0
86098,0.0
86099,0.0
86100,0.0
86101,0.0
86102,0.0
86103,0.0
86104,0.0
86105,0.0
86106,0.0
86107,0.0
86108,0.0
86109,0.0
86110,0.0
86111,0.0
86112,0.0
86113,1.0
86114,1.0
86115,1.0
86116,1.0
86117,1.0
86118,1.0
86119,1.0
86120,1.0
86121,1.0
86122,1.0
86123,1.0
86124,1.0
86125,1.0
86126,1.0
86127,1.0
86128,1.0
86129,1.0
86130,1.0
86131,1.0
86132,1.0
86133,1.0
86134,0.0
86135,0.0
86136,0.0
86137,0.0
86138,0.0
86139,0.0
86140,0.0
86141,0.0
86142,0.0
86143,0.0
86144,0.0
86145,0.0
86146,1.0
86147,1.0
86148,1.0
86149,1.0
86150,1.0
86151,1.0
86152,1.0
86153,1.0
86154,1.0
86155,1.0
86156,1.0
86157,1.0
86158,1.0
86159,1.0
86160,1.0
86161,1.0
86162,1.0
86163,1.0
86164,1.0
86165,1.0
86166,1.0
86167,0.0
86168,0.0
86169,0.0
86170,0.0
86171,0.0
86172,0.0
86173,0.0
86174,0.0
86175,0.0
86176,0.0
86177,0.0
86178,0.0
86179,0.0
86180,0.0
86181,0.0
86182,0.0
86183,0.0
86184,0.0
86185,0.0
86186,0.0
86187,0.0
86188,0.0
86189,0.0
86190,0.0
86191,1.0
86192,1.0
86193,1.0
86194,1.0
86195,1.0
86196,1.0
86197,1.0
86198,1.0
86199,1.0
86200,1.0
86201,1.0
86202,1.0
86203,1.0
86204,1.0
86205,1.0
86206,1.0
86207,1.0
86208,1.0
86209,1.0
86210,1.0
86211,1.0
86212,0.0
86213,0.0
86214,0.0
86215,0.0
86216,0.0
86217,0.0
86218,0.0
86219,0.0
86220,0.0
86221,0.0
86222,0.0
86223,0.0
86224,0.0
86225,0.0
86226,0.0
86227,1.0
86228,1.0
86229,1.0
86230,1.0
86231,1.0
86232,1.0
86233,1.0
86234,1.0
86235,1.0
86236,1.0
86237,1.0
86238,1.0
86239,1.0
86240,1.0
86241,1.0
86242,1.0
86243,1.0
86244,1.0
86245,1.0
86246,1.0
86247,1.0
86248,0.0
86249,0.0
86250,0.0
86251,0.0
86252,0.0
86253,0.0
86254,0.0
86255,0.0
86256,0.0
86257,0.0
86258,0.0
86259,0.0
86260,0.0
86261,0.0
86262,0.0
86263,0.0
86264,0.0
86265,0.0
86266,0.0
86267,0.0
86268,0.0
86269,1.0
86270,1.0
86271,1.0
86272,1.0
86273,1.0
86274,1.0
86275,1.0
86276,1.0
86277,1.0
86278,1.0
86279,1.0
86280,1.0
86281,1.0
86282,1.0
86283,1.0
86284,1.0
86285,1.0
86286,1.0
86287,1.0
86288,1.0
86289,1.0
86290,0.0
86291,0.0
86292,0.0
86293,0.0
86294,0.0
86295,0.0
86296,0.0
86297,0.0
86298,0.0
86299,0.0
86300,0.0
86301,0.0
86302,0.0
86303,0.0
86304,0.0
86305,0.0
86306,0.0
86307,0.0
86308,0.0
86309,0.0
86310,0.0
86311,0.0
86312,0.0
86313,0.0
86314,0.0
86315,1.0
86316,1.0
86317,1.0
86318,1.0
86319,1.0
86320,1.0
86321,1.0
86322,1.0
86323,1.0
86324,1.0
86325,1.0
86326,1.0
86327,1.0
86328,1.0
86329,1.0
86330,1.0
86331,1.0
86332,1.0
86333,1.0
86334,1.0
86335,1.0
86336,0.0
86337,0.0
86338,0.0
86339,0.0
86340,0.0
86341,0.0
86342,0.0
86343,0.0
86344,0.0
86345,0.0
86346,0.0
86347,0.0
86348,0.0
86349,0.0
86350,0.0
86351,0.0
86352,0.0
86353,0.0
86354,0.0
86355,0.0
86356,0.0
86357,0.0
86358,0.0
86359,0.0
86360,0.0
86361,0.0
86362,0.0
86363,0.0
86364,0.0
86365,0.0
86366,0.0
86367,0.0
86368,0.0
86369,1.0
86370,1.0
86371,1.0
86372,1.0
86373,1.0
86374,1.0
86375,1.0
86376,1.0
86377,1.0
86378,1.0
86379,1.0
86380,1.0
86381,1.0
86382,1.0
86383,1.0
86384,1.0
86385,1.0
86386,1.0
86387,1.0
86388,1.0
86389,1.0
86390,0.0
86391,0.0
86392,0.0
86393,0.0
86394,0.0
86395,0.0
86396,0.0
86397,0.0
86398,0.0
86399,0.0
86400,0.0
86401,0.0
86402,0.0
86403,0.0
86404,0.0
86405,0.0
86406,0.0
86407,0.0
86408,0.0
86409,0.0
86410,0.0
86411,0.0
86412,0.0
86413,1.0
86414,1.0
86415,1.0
86416,1.0
86417,1.0
86418,1.0
86419,1.0
86420,1.0
86421,1.0
86422,1.0
86423,1.0
86424,1.0
86425,1.0
86426,1.0
86427,1.0
86428,1.0
86429,1.0
86430,1.0
86431,1.0
86432,1.0
86433,1.0
86434,0.0
86435,0.0
86436,0.0
86437,0.0
86438,0.0
86439,0.0
86440,0.0
86441,0.0
86442,0.0
86443,0.0
86444,0.0
86445,0.0
86446,1.0
86447,1.0
86448,1.0
86449,1.0
86450,1.0
86451,1.0
86452,1.0
86453,1.0
86454,1.0
86455,1.0
86456,1.0
86457,1.0
86458,1.0
86459,1.0
86460,1.0
86461,1.0
86462,1.0
86463,1.0
86464,1.0
86465,1.0
86466,1.0
86467,0.0
86468,0.0
86469,0.0
86470,0.0
86471,0.0
86472,0.0
86473,0.0
86474,0.0
86475,0.0
86476,0.0
86477,0.0
86478,0.0
86479,0.0
86480,0.0
86481,0.0
86482,0.0
86483,0.0
86484,0.0
86485,0.0
86486,1.0
86487,1.0
86488,1.0
86489,1.0
86490,1.0
86491,1.0
86492,1.0
86493,1.0
86494,1.0
86495,1.0
86496,1.0
86497,1.0
86498,1.0
86499,1.0
86500,1.0
86501,1.0
86502,1.0
86503,1.0
86504,1.0
86505,1.0
86506,1.0
86507,0.0
86508,0.0
86509,0.0
86510,0.0
86511,0.0
86512,0.0
86513,0.0
86514,0.0
86515,0.0
86516,0.0
86517,0.0
86518,0.0
86519,0.0
86520,0.0
86521,1.0
86522,1.0
86523,1.0
86524,1.0
86525,1.0
86526,1.0
86527,1.0
86528,1.0
86529,1.0
86530,1.0
86531,1.0
86532,1.0
86533,1.0
86534,1.0
86535,1.0
86536,1.0
86537,1.0
86538,1.0
86539,1.0
86540,1.0
86541,1.0
86542,0.0
86543,0.0
86544,0.0
86545,0.0
86546,0.0
86547,0.0
86548,0.0
86549,0.0
86550,0.0
86551,0.0
86552,0.0
86553,0.0
86554,0.0
86555,0.0
86556,0.0
86557,0.0
86558,0.0
86559,0.0
86560,0.0
86561,0.0
86562,0.0
86563,0.0
86564,0.0
86565,0.0
86566,0.0
86567,0.0
86568,1.0
86569,1.0
86570,1.0
86571,1.0
86572,1.0
86573,1.0
86574,1.0
86575,1.0
86576,1.0
86577,1.0
86578,1.0
86579,1.0
86580,1.0
86581,1.0
86582,1.0
86583,1.0
86584,1.0
86585,1.0
86586,1.0
86587,1.0
86588,1.0
86589,0.0
86590,0.0
86591,0.0
86592,0.0
86593,0.0
86594,0.0
86595,0.0
86596,0.0
86597,0.0
86598,0.0
86599,0.0
86600,0.0
86601,0.0
86602,0.0
86603,0.0
86604,0.0
86605,0.0
86606,0.0
86607,0.0
86608,0.0
86609,0.0
86610,0.0
86611,0.0
86612,0.0
86613,0.0
86614,0.0
86615,0.0
86616,0.0
86617,0.0
86618,1.0
86619,1.0
86620,1.0
86621,1.0
86622,1.0
86623,1.0
86624,1.0
86625,1.0
86626,1.0
86627,1.0
86628,1.0
86629,1.0
86630,1.0
86631,1.0
86632,1.0
86633,1.0
86634,1.0
86635,1.0
86636,1.0
86637,1.0
86638,1.0
86639,0.0
86640,0.0
86641,0.0
86642,0.0
86643,0.0
86644,0.0
86645,0.0
86646,0.0
86647,0.0
86648,0.0
86649,1.0
86650,1.0
86651,1.0
86652,1.0
86653,1.0
86654,1.0
86655,1.0
86656,1.0
86657,1.0
86658,1.0
86659,1.0
86660,1.0
86661,1.0
86662,1.0
86663,1.0
86664,1.0
86665,1.0
86666,1.0
86667,1.0
86668,1.0
86669,1.0
86670,0.0
86671,0.0
86672,0.0
86673,0.0
86674,0.0
86675,0.0
86676,0.0
86677,0.0
86678,0.0
86679,0.0
86680,0.0
86681,0.0
86682,0.0
86683,0.0
86684,0.0
86685,0.0
86686,0.0
86687,0.0
86688,0.0
86689,0.0
86690,0.0
86691,0.0
86692,0.0
86693,1.0
86694,1.0
86695,1.0
86696,1.0
86697,1.0
86698,1.0
86699,1.0
86700,1.0
86701,1.0
86702,1.0
86703,1.0
86704,1.0
86705,1.0
86706,1.0
86707,1.0
86708,1.0
86709,1.0
86710,1.0
86711,1.0
86712,1.0
86713,1.0
86714,0.0
86715,0.0
86716,0.0
86717,0.0
86718,0.0
86719,0.0
86720,0.0
86721,0.0
86722,0.0
86723,0.0
86724,0.0
86725,0.0
86726,0.0
86727,0.0
86728,0.0
86729,0.0
86730,0.0
86731,0.0
86732,0.0
86733,0.0
86734,0.0
86735,0.0
86736,0.0
86737,0.0
86738,0.0
86739,0.0
86740,0.0
86741,1.0
86742,1.0
86743,1.0
86744,1.0
86745,1.0
86746,1.0
86747,1.0
86748,1.0
86749,1.0
86750,1.0
86751,1.0
86752,1.0
86753,1.0
86754,1.0
86755,1.0
86756,1.0
86757,1.0
86758,1.0
86759,1.0
86760,1.0
86761,1.0
86762,0.0
86763,0.0
86764,0.0
86765,0.0
86766,0.0
86767,0.0
86768,0.0
86769,0.0
86770,0.0
86771,0.0
86772,0.0
86773,0.0
86774,0.0
86775,0.0
86776,0.0
86777,0.0
86778,0.0
86779,0.0
86780,0.0
86781,0.0
86782,0.0
86783,0.0
86784,0.0
86785,0.0
86786,0.0
86787,0.0
86788,1.0
86789,1.0
86790,1.0
86791,1.0
86792,1.0
86793,1.0
86794,1.0
86795,1.0
86796,1.0
86797,1.0
86798,1.0
86799,1.0
86800,1.0
86801,1.0
86802,1.0
86803,1.0
86804,1.0
86805,1.0
86806,1.0
86807,1.0
86808,1.0
86809,0.0
86810,0.0
86811,0.0
86812,0.0
86813,0.0
86814,0.0
86815,0.0
86816,0.0
86817,0.0
86818,0.0
86819,0.0
86820,0.0
86821,1.0
86822,1.0
86823,1.0
86824,1.0
86825,1.0
86826,1.0
86827,1.0
86828,1.0
86829,1.0
86830,1.0
86831,1.0
86832,1.0
86833,1.0
86834,1.0
86835,1.0
86836,1.0
86837,1.0
86838,1.0
86839,1.0
86840,1.0
86841,1.0
86842,0.0
86843,0.0
86844,0.0
86845,0.0
86846,0.0
86847,0.0
86848,0.0
86849,0.0
86850,0.0
86851,0.0
86852,0.0
86853,0.0
86854,0.0
86855,0.0
86856,0.0
86857,0.0
86858,1.0
86859,1.0
86860,1.0
86861,1.0
86862,1.0
86863,1.0
86864,1.0
86865,1.0
86866,1.0
86867,1.0
86868,1.0
86869,1.0
86870,1.0
86871,1.0
86872,1.0
86873,1.0
86874,1.0
86875,1.0
86876,1.0
86877,1.0
86878,1.0
86879,0.0
86880,0.0
86881,0.0
86882,0.0
86883,0.0
86884,0.0
86885,0.0
86886,0.0
86887,0.0
86888,0.0
86889,0.0
86890,0.0
86891,0.0
86892,0.0
86893,0.0
86894,0.0
86895,0.0
86896,0.0
86897,0.0
86898,0.0
86899,0.0
86900,0.0
86901,0.0
86902,0.0
86903,0.0
86904,0.0
86905,0.0
86906,0.0
86907,0.0
86908,0.0
86909,0.0
86910,0.0
86911,0.0
86912,1.0
86913,1.0
86914,1.0
86915,1.0
86916,1.0
86917,1.0
86918,1.0
86919,1.0
86920,1.0
86921,1.0
86922,1.0
86923,1.0
86924,1.0
86925,1.0
86926,1.0
86927,1.0
86928,1.0
86929,1.0
86930,1.0
86931,1.0
86932,1.0
86933,0.0
86934,0.0
86935,0.0
86936,0.0
86937,0.0
86938,0.0
86939,0.0
86940,0.0
86941,0.0
86942,0.0
86943,0.0
86944,0.0
86945,0.0
86946,0.0
86947,0.0
86948,0.0
86949,0.0
86950,0.0
86951,0.0
86952,0.0
86953,0.0
86954,0.0
86955,0.0
86956,0.0
86957,0.0
86958,0.0
86959,0.0
86960,1.0
86961,1.0
86962,1.0
86963,1.0
86964,1.0
86965,1.0
86966,1.0
86967,1.0
86968,1.0
86969,1.0
86970,1.0
86971,1.0
86972,1.0
86973,1.0
86974,1.0
86975,1.0
86976,1.0
86977,1.0
86978,1.0
86979,1.0
86980,1.0
86981,0.0
86982,0.0
86983,0.0
86984,0.0
86985,0.0
86986,0.0
86987,0.0
86988,0.0
86989,0.0
86990,0.0
86991,0.0
86992,0.0
86993,0.0
86994,0.0
86995,0.0
86996,0.0
86997,0.0
86998,0.0
86999,0.0
87000,0.0
87001,0.0
87002,0.0
87003,1.0
87004,1.0
87005,1.0
87006,1.0
87007,1.0
87008,1.0
87009,1.0
87010,1.0
87011,1.0
87012,1.0
87013,1.0
87014,1.0
87015,1.0
87016,1.0
87017,1.0
87018,1.0
87019,1.0
87020,1.0
87021,1.0
87022,1.0
87023,1.0
87024,0.0
87025,0.0
87026,0.0
87027,0.0
87028,0.0
87029,0.0
87030,1.0
87031,1.0
87032,1.0
87033,1.0
87034,1.0
87035,1.0
87036,1.0
87037,1.0
87038,1.0
87039,1.0
87040,1.0
87041,1.0
87042,1.0
87043,1.0
87044,1.0
87045,1.0
87046,1.0
87047,1.0
87048,1.0
87049,1.0
87050,1.0
87051,0.0
87052,0.0
87053,0.0
87054,0.0
87055,0.0
87056,0.0
87057,0.0
87058,0.0
87059,0.0
87060,0.0
87061,0.0
87062,0.0
87063,0.0
87064,0.0
87065,0.0
87066,0.0
87067,0.0
87068,0.0
87069,0.0
87070,0.0
87071,0.0
87072,0.0
87073,0.0
87074,0.0
87075,0.0
87076,0.0
87077,0.0
87078,0.0
87079,0.0
87080,0.0
87081,0.0
87082,1.0
87083,1.0
87084,1.0
87085,1.0
87086,1.0
87087,1.0
87088,1.0
87089,1.0
87090,1.0
87091,1.0
87092,1.0
87093,1.0
87094,1.0
87095,1.0
87096,1.0
87097,1.0
87098,1.0
87099,1.0
87100,1.0
87101,1.0
87102,1.0
87103,0.0
87104,0.0
87105,0.0
87106,0.0
87107,0.0
87108,0.0
87109,0.0
87110,0.0
87111,1.0
87112,1.0
87113,1.0
87114,1.0
87115,1.0
87116,1.0
87117,1.0
87118,1.0
87119,1.0
87120,1.0
87121,1.0
87122,1.0
87123,1.0
87124,1.0
87125,1.0
87126,1.0
87127,1.0
87128,1.0
87129,1.0
87130,1.0
87131,1.0
87132,0.0
87133,0.0
87134,0.0
87135,0.0
87136,0.0
87137,0.0
87138,0.0
87139,0.0
87140,0.0
87141,0.0
87142,0.0
87143,0.0
87144,0.0
87145,0.0
87146,0.0
87147,0.0
87148,0.0
87149,0.0
87150,0.0
87151,0.0
87152,0.0
87153,0.0
87154,0.0
87155,0.0
87156,0.0
87157,0.0
87158,0.0
87159,0.0
87160,0.0
87161,0.0
87162,0.0
87163,0.0
87164,0.0
87165,1.0
87166,1.0
87167,1.0
87168,1.0
87169,1.0
87170,1.0
87171,1.0
87172,1.0
87173,1.0
87174,1.0
87175,1.0
87176,1.0
87177,1.0
87178,1.0
87179,1.0
87180,1.0
87181,1.0
87182,1.0
87183,1.0
87184,1.0
87185,1.0
87186,0.0
87187,0.0
87188,0.0
87189,0.0
87190,0.0
87191,0.0
87192,0.0
87193,0.0
87194,0.0
87195,0.0
87196,0.0
87197,0.0
87198,1.0
87199,1.0
87200,1.0
87201,1.0
87202,1.0
87203,1.0
87204,1.0
87205,1.0
87206,1.0
87207,1.0
87208,1.0
87209,1.0
87210,1.0
87211,1.0
87212,1.0
87213,1.0
87214,1.0
87215,1.0
87216,1.0
87217,1.0
87218,1.0
87219,0.0
87220,0.0
87221,0.0
87222,0.0
87223,0.0
87224,0.0
87225,0.0
87226,0.0
87227,0.0
87228,0.0
87229,0.0
87230,0.0
87231,0.0
87232,0.0
87233,0.0
87234,0.0
87235,0.0
87236,0.0
87237,0.0
87238,0.0
87239,0.0
87240,0.0
87241,0.0
87242,0.0
87243,0.0
87244,0.0
87245,0.0
87246,0.0
87247,1.0
87248,1.0
87249,1.0
87250,1.0
87251,1.0
87252,1.0
87253,1.0
87254,1.0
87255,1.0
87256,1.0
87257,1.0
87258,1.0
87259,1.0
87260,1.0
87261,1.0
87262,1.0
87263,1.0
87264,1.0
87265,1.0
87266,1.0
87267,1.0
87268,0.0
87269,0.0
87270,0.0
87271,0.0
87272,0.0
87273,0.0
87274,0.0
87275,0.0
87276,0.0
87277,0.0
87278,1.0
87279,1.0
87280,1.0
87281,1.0
87282,1.0
87283,1.0
87284,1.0
87285,1.0
87286,1.0
87287,1.0
87288,1.0
87289,1.0
87290,1.0
87291,1.0
87292,1.0
87293,1.0
87294,1.0
87295,1.0
87296,1.0
87297,1.0
87298,1.0
87299,0.0
87300,0.0
87301,0.0
87302,0.0
87303,0.0
87304,0.0
87305,0.0
87306,0.0
87307,0.0
87308,0.0
87309,0.0
87310,0.0
87311,0.0
87312,0.0
87313,0.0
87314,0.0
87315,0.0
87316,0.0
87317,0.0
87318,0.0
87319,0.0
87320,0.0
87321,0.0
87322,0.0
87323,0.0
87324,0.0
87325,0.0
87326,0.0
87327,0.0
87328,0.0
87329,0.0
87330,0.0
87331,0.0
87332,0.0
87333,0.0
87334,1.0
87335,1.0
87336,1.0
87337,1.0
87338,1.0
87339,1.0
87340,1.0
87341,1.0
87342,1.0
87343,1.0
87344,1.0
87345,1.0
87346,1.0
87347,1.0
87348,1.0
87349,1.0
87350,1.0
87351,1.0
87352,1.0
87353,1.0
87354,1.0
87355,0.0
87356,0.0
87357,0.0
87358,0.0
87359,0.0
87360,0.0
87361,0.0
87362,0.0
87363,0.0
87364,0.0
87365,0.0
87366,0.0
87367,0.0
87368,0.0
87369,0.0
87370,0.0
87371,0.0
87372,0.0
87373,0.0
87374,0.0
87375,0.0
87376,0.0
87377,0.0
87378,1.0
87379,1.0
87380,1.0
87381,1.0
87382,1.0
87383,1.0
87384,1.0
87385,1.0
87386,1.0
87387,1.0
87388,1.0
87389,1.0
87390,1.0
87391,1.0
87392,1.0
87393,1.0
87394,1.0
87395,1.0
87396,1.0
87397,1.0
87398,1.0
87399,0.0
87400,0.0
87401,0.0
87402,0.0
87403,0.0
87404,1.0
87405,1.0
87406,1.0
87407,1.0
87408,1.0
87409,1.0
87410,1.0
87411,1.0
87412,1.0
87413,1.0
87414,1.0
87415,1.0
87416,1.0
87417,1.0
87418,1.0
87419,1.0
87420,1.0
87421,1.0
87422,1.0
87423,1.0
87424,1.0
87425,0.0
87426,0.0
87427,0.0
87428,0.0
87429,0.0
87430,0.0
87431,0.0
87432,0.0
87433,0.0
87434,0.0
87435,0.0
87436,0.0
87437,0.0
87438,0.0
87439,0.0
87440,0.0
87441,0.0
87442,0.0
87443,0.0
87444,0.0
87445,0.0
87446,0.0
87447,0.0
87448,0.0
87449,0.0
87450,0.0
87451,1.0
87452,1.0
87453,1.0
87454,1.0
87455,1.0
87456,1.0
87457,1.0
87458,1.0
87459,1.0
87460,1.0
87461,1.0
87462,1.0
87463,1.0
87464,1.0
87465,1.0
87466,1.0
87467,1.0
87468,1.0
87469,1.0
87470,1.0
87471,1.0
87472,0.0
87473,0.0
87474,0.0
87475,0.0
87476,0.0
87477,0.0
87478,0.0
87479,0.0
87480,0.0
87481,0.0
87482,0.0
87483,0.0
87484,0.0
87485,0.0
87486,0.0
87487,0.0
87488,0.0
87489,0.0
87490,0.0
87491,0.0
87492,0.0
87493,0.0
87494,1.0
87495,1.0
87496,1.0
87497,1.0
87498,1.0
87499,1.0
87500,1.0
87501,1.0
87502,1.0
87503,1.0
87504,1.0
87505,1.0
87506,1.0
87507,1.0
87508,1.0
87509,1.0
87510,1.0
87511,1.0
87512,1.0
87513,1.0
87514,1.0
87515,0.0
87516,0.0
87517,0.0
87518,0.0
87519,0.0
87520,0.0
87521,0.0
87522,0.0
87523,0.0
87524,0.0
87525,0.0
87526,0.0
87527,0.0
87528,0.0
87529,0.0
87530,0.0
87531,0.0
87532,0.0
87533,0.0
87534,0.0
87535,0.0
87536,0.0
87537,0.0
87538,0.0
87539,0.0
87540,0.0
87541,0.0
87542,0.0
87543,0.0
87544,0.0
87545,0.0
87546,0.0
87547,1.0
87548,1.0
87549,1.0
87550,1.0
87551,1.0
87552,1.0
87553,1.0
87554,1.0
87555,1.0
87556,1.0
87557,1.0
87558,1.0
87559,1.0
87560,1.0
87561,1.0
87562,1.0
87563,1.0
87564,1.0
87565,1.0
87566,1.0
87567,1.0
87568,0.0
87569,0.0
87570,0.0
87571,0.0
87572,1.0
87573,1.0
87574,1.0
